sub	run	n_vol	n_censor	p_censor	n_vol_blocks	n_censor_blocks	p_censor_blocks	n_vol_food	n_censor_food	p_censor_food
121	5.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
002	1.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
002	2.0	78.0	1.0	1.3	54.0	0.0	0.0	36.0	0.0	0.0
002	3.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
002	4.0	78.0	9.0	11.5	54.0	4.0	7.4	36.0	0.0	0.0
002	5.0	78.0	3.0	3.8	54.0	3.0	5.6	36.0	0.0	0.0
104	1.0	78.0	1.0	1.3	54.0	1.0	1.9	36.0	1.0	2.8
104	2.0	78.0	2.0	2.6	54.0	1.0	1.9	36.0	1.0	2.8
104	3.0	78.0	3.0	3.8	54.0	2.0	3.7	36.0	2.0	5.6
104	4.0	78.0	5.0	6.4	54.0	4.0	7.4	36.0	3.0	8.3
104	5.0	78.0	6.0	7.7	54.0	3.0	5.6	36.0	3.0	8.3
001	1.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
001	2.0	78.0	1.0	1.3	54.0	1.0	1.9	36.0	1.0	2.8
001	3.0	78.0	1.0	1.3	54.0	1.0	1.9	36.0	1.0	2.8
001	4.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
001	5.0	78.0	6.0	7.7	54.0	2.0	3.7	36.0	2.0	5.6
110	1.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
110	2.0	78.0	8.0	10.3	54.0	4.0	7.4	36.0	2.0	5.6
110	3.0	78.0	16.0	20.5	54.0	10.0	18.5	36.0	8.0	22.2
110	4.0	78.0	29.0	37.2	54.0	20.0	37.0	36.0	12.0	33.3
110	5.0	78.0	26.0	33.3	54.0	17.0	31.5	36.0	9.0	25.0
019	1.0	78.0	9.0	11.5	54.0	7.0	13.0	36.0	7.0	19.4
019	2.0	78.0	17.0	21.8	54.0	16.0	29.6	36.0	12.0	33.3
019	3.0	78.0	28.0	35.9	54.0	20.0	37.0	36.0	12.0	33.3
019	4.0	78.0	22.0	28.2	54.0	16.0	29.6	36.0	16.0	44.4
019	5.0	78.0	41.0	52.6	54.0	30.0	55.6	36.0	15.0	41.7
071	1.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
071	2.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
071	3.0	78.0	4.0	5.1	54.0	4.0	7.4	36.0	0.0	0.0
071	4.0	78.0	1.0	1.3	54.0	0.0	0.0	36.0	0.0	0.0
071	5.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
030	1.0	78.0	1.0	1.3	54.0	0.0	0.0	36.0	0.0	0.0
030	2.0	78.0	4.0	5.1	54.0	3.0	5.6	36.0	3.0	8.3
030	3.0	78.0	3.0	3.8	54.0	2.0	3.7	36.0	0.0	0.0
030	4.0	78.0	4.0	5.1	54.0	3.0	5.6	36.0	2.0	5.6
030	5.0	78.0	3.0	3.8	54.0	1.0	1.9	36.0	1.0	2.8
116	1.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
116	2.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
116	3.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
116	4.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
116	5.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
089	1.0	78.0	7.0	9.0	54.0	1.0	1.9	36.0	1.0	2.8
089	2.0	78.0	3.0	3.8	54.0	0.0	0.0	36.0	0.0	0.0
089	3.0	78.0	4.0	5.1	54.0	1.0	1.9	36.0	1.0	2.8
089	4.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
089	5.0	78.0	1.0	1.3	54.0	1.0	1.9	36.0	0.0	0.0
075	1.0	78.0	11.0	14.1	54.0	3.0	5.6	36.0	3.0	8.3
075	2.0	78.0	2.0	2.6	54.0	0.0	0.0	36.0	0.0	0.0
075	3.0	78.0	19.0	24.4	54.0	11.0	20.4	36.0	6.0	16.7
075	4.0	78.0	7.0	9.0	54.0	4.0	7.4	36.0	4.0	11.1
075	5.0	78.0	17.0	21.8	54.0	12.0	22.2	36.0	7.0	19.4
111	1.0	78.0	1.0	1.3	54.0	1.0	1.9	36.0	0.0	0.0
111	2.0	78.0	6.0	7.7	54.0	4.0	7.4	36.0	3.0	8.3
111	3.0	78.0	2.0	2.6	54.0	1.0	1.9	36.0	0.0	0.0
111	4.0	78.0	7.0	9.0	54.0	4.0	7.4	36.0	3.0	8.3
111	5.0	78.0	13.0	16.7	54.0	10.0	18.5	36.0	5.0	13.9
103	1.0	78.0	8.0	10.3	54.0	5.0	9.3	36.0	2.0	5.6
103	2.0	78.0	5.0	6.4	54.0	3.0	5.6	36.0	2.0	5.6
103	3.0	78.0	12.0	15.4	54.0	6.0	11.1	36.0	6.0	16.7
103	4.0	78.0	20.0	25.6	54.0	14.0	25.9	36.0	9.0	25.0
103	5.0	78.0	16.0	20.5	54.0	12.0	22.2	36.0	7.0	19.4
005	1.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
005	2.0	78.0	2.0	2.6	54.0	1.0	1.9	36.0	0.0	0.0
005	3.0	78.0	0.0	0.0	54.0	0.0	0.0	36.0	0.0	0.0
005	4.0	78.0	1.0	1.3	54.0	1.0	1.9	36.0	0.0	0.0
005	5.0	78.0	12.0	15.4	54.0	10.0	18.5	36.0	7.0	19.4
130	1.0	78.0	26.0	33.3	54.0	19.0	35.2	36.0	10.0	27.8
130	2.0	78.0	65.0	83.3	54.0	44.0	81.5	36.0	27.0	75.0
130	3.0	78.0	39.0	50.0	54.0	27.0	50.0	36.0	17.0	47.2
130	4.0	78.0	59.0	75.6	54.0	42.0	77.8	36.0	27.0	75.0
011	1.0	78.0	1.0	1.3	54.0	1.0	1.9	36.0	0.0	0.0
011	2.0	78.0	3.0	3.8	54.0	3.0	5.6	36.0	3.0	8.3
011	3.0	77.0	8.0	10.4	54.0	6.0	11.1	36.0	5.0	13.9
011	4.0	78.0	35.0	44.9	54.0	25.0	46.3	36.0	18.0	50.0
011	5.0	76.0	8.0	10.5	54.0	4.0	7.4	36.0	2.0	5.6
090	1.0	78.0	4.0	5.1	54.0	1.0	1.9	36.0	0.0	0.0
090	2.0	78.0	3.0	3.8	54.0	3.0	5.6	36.0	3.0	8.3
090	3.0	78.0	16.0	20.5	54.0	12.0	22.2	36.0	5.0	13.9
090	4.0	78.0	40.0	51.3	54.0	21.0	38.9	36.0	13.0	36.1
090	5.0	78.0	9.0	11.5	54.0	7.0	13.0	36.0	7.0	19.4
